iter	Logloss
337	0.2291916664
338	0.229131915
339	0.2290745349
340	0.2289921369
341	0.2289346221
342	0.2288706586
343	0.228810987
344	0.2287640946
345	0.2286998792
346	0.228612712
347	0.22857547
348	0.2285042608
349	0.2284486146
350	0.2284098776
351	0.2283737214
352	0.2283292047
353	0.2282311133
354	0.2281719751
355	0.2281157996
356	0.2280698217
357	0.2280260727
358	0.2279718321
359	0.2278932449
360	0.227847585
361	0.2277937425
362	0.2277101804
363	0.227646182
364	0.2276227103
365	0.2275486776
366	0.2274919861
367	0.2274488521
368	0.2273966296
369	0.227342419
370	0.2272939644
371	0.2272677218
372	0.2272169134
373	0.2271554838
374	0.2271014279
375	0.2270479914
376	0.2269686874
377	0.2269170863
378	0.2268100355
379	0.2267635509
380	0.2267387496
381	0.2267011847
382	0.22665323
383	0.2266297066
384	0.2265809212
385	0.2265413318
386	0.2265002014
387	0.226452119
388	0.2264208715
389	0.2263809648
390	0.2263635135
391	0.2263306675
392	0.2262554399
393	0.2262031481
394	0.2261467925
395	0.2261162908
396	0.2260670322
397	0.2260204933
398	0.2259754989
399	0.2258939854
400	0.2258534426
401	0.2258075163
402	0.2257376102
403	0.2257009581
404	0.225664277
405	0.2256229553
406	0.2255712761
407	0.2255268407
408	0.2254718568
409	0.2254220712
410	0.225359065
411	0.2253180937
412	0.2252847142
413	0.2252238955
414	0.2251751956
415	0.2251414456
416	0.2250983051
417	0.2250587463
418	0.2250204541
419	0.2249649904
420	0.224916692
421	0.2248799053
422	0.2248153871
423	0.2247718825
424	0.2247419644
425	0.2247020576
426	0.2246388151
427	0.2245689127
428	0.2244918091
429	0.2244516642
430	0.2244170334
431	0.2243654616
432	0.2243045741
433	0.22423254
434	0.2241775594
435	0.2241250557
436	0.2240898641
437	0.2240339753
438	0.2239764098
439	0.2239083744
440	0.2238634604
441	0.2238388982
442	0.223763284
443	0.2237234061
444	0.2236783308
445	0.2236542239
446	0.2236034495
447	0.2235559234
448	0.2235363152
449	0.2235044831
450	0.2234580524
451	0.2234191989
452	0.2233802793
453	0.2233179573
454	0.2232862035
455	0.2232323449
456	0.2231705837
457	0.2230768018
458	0.2230366536
459	0.2230090431
460	0.2229644863
461	0.2229187082
462	0.222888169
463	0.2228428015
464	0.222805959
465	0.2227592485
466	0.222719008
467	0.2226755726
468	0.2226430722
469	0.2226157005
470	0.2225744643
471	0.2225265818
472	0.2224763559
473	0.2224170142
474	0.2223763342
475	0.2223388824
476	0.222297647
477	0.2222347114
478	0.2221876193
479	0.222144704
480	0.2221009356
481	0.2220663456
482	0.2220273039
483	0.2219679211
484	0.2219292256
485	0.2218951544
486	0.2218802354
487	0.2218427435
488	0.2218038366
489	0.2217586875
490	0.2217266017
491	0.2216902262
492	0.2216441277
493	0.2215745997
494	0.2215367983
495	0.2214746869
496	0.2214239916
497	0.2213716323
498	0.2213179769
499	0.2212864097
500	0.2212497161
501	0.2212064388
502	0.2211624555
503	0.2211444748
504	0.2211053405
505	0.2210666884
506	0.2210277956
507	0.2209828573
508	0.2209499042
509	0.2208827156
510	0.2208555829
511	0.220813147
512	0.2207683272
513	0.2207419686
514	0.2207250523
515	0.2206969606
516	0.2206515679
517	0.2205990897
518	0.2205732103
519	0.2204838077
520	0.2204658142
521	0.2204203401
522	0.2203795693
523	0.2203228704
524	0.2203031714
525	0.2202697801
526	0.2202492685
527	0.2202187121
528	0.2201945501
529	0.2201609059
530	0.2201265691
531	0.2200662056
532	0.2200167916
533	0.2199702025
534	0.2199245037
535	0.2198810965
536	0.2198300024
537	0.2198010991
538	0.2197513729
539	0.2196896908
540	0.2196561057
541	0.2196117927
542	0.2195669093
543	0.2195359948
544	0.2195208376
545	0.2194780823
546	0.219462005
547	0.2194398296
548	0.2194169471
549	0.2193846525
550	0.2193507151
551	0.219322626
552	0.2192892229
553	0.2192528607
554	0.2192327322
555	0.2191954793
556	0.2191492609
557	0.2191128581
558	0.2190793444
559	0.2190394127
560	0.2190002011
561	0.2189613623
562	0.2188951394
563	0.2188571798
564	0.218836983
565	0.2187772448
566	0.2187321609
567	0.2187007135
568	0.2186729108
569	0.2186278111
570	0.2186044078
571	0.2185715492
572	0.2185289671
573	0.2185054977
574	0.2184618233
575	0.2184319484
576	0.2184102508
577	0.218366444
578	0.2183146457
579	0.2182448547
580	0.2182130877
581	0.2181750747
582	0.2181295513
583	0.2180815482
584	0.2180560161
585	0.2180272601
586	0.2179825202
587	0.2179557345
588	0.2179245934
589	0.2178911746
590	0.2178375901
591	0.2178020935
592	0.2177583534
593	0.2177359231
594	0.2176859511
595	0.2176523578
596	0.2176199403
597	0.2175770127
598	0.2175352844
599	0.2175055828
600	0.2174747088
601	0.2174315497
602	0.2173885955
603	0.2173466228
604	0.2173097013
605	0.2172854441
606	0.2172592986
607	0.2172285712
608	0.217189586
609	0.2171747702
610	0.2171299235
611	0.2170871541
612	0.2170696535
613	0.217054866
614	0.2170266834
615	0.2169880984
616	0.2169489109
617	0.2169149179
618	0.216885948
619	0.2168611744
620	0.2168306735
621	0.216806752
622	0.216753592
623	0.2166973435
624	0.2166639647
625	0.2166183591
626	0.2165956099
627	0.2165698114
628	0.2165363935
629	0.2165098076
630	0.2164730743
631	0.2164344087
632	0.2164104466
633	0.2163820509
634	0.2163507774
635	0.2163070498
636	0.216265042
637	0.2162340998
638	0.216207221
639	0.2161895337
640	0.2161562883
641	0.2161318459
642	0.2161013576
643	0.2160688314
644	0.2160387307
645	0.2159996381
646	0.2159797667
647	0.215935294
648	0.215902315
649	0.2158752105
650	0.2158316166
651	0.2157982638
652	0.2157469043
653	0.215686168
654	0.2156661876
655	0.2156495652
656	0.2156199311
657	0.2155905623
658	0.2155426016
659	0.2155004435
660	0.2154779867
661	0.215411678
662	0.2153660708
663	0.2153253265
664	0.215286646
665	0.215263458
666	0.2152123924
667	0.215181784
668	0.2151452558
669	0.2150964152
670	0.2150611475
671	0.2150167149
672	0.214989344
673	0.2149718816
674	0.2149306978
675	0.2148888897
676	0.2148409121
677	0.2147960533
678	0.2147619154
679	0.2147235968
680	0.2146870749
681	0.2146608885
682	0.2146303903
683	0.2145794436
684	0.2145437224
685	0.2144919764
686	0.2144717439
687	0.2144427095
688	0.214383784
689	0.2143533755
690	0.2143203048
691	0.2142928547
692	0.2142565475
693	0.2142240619
694	0.2141944658
695	0.2141483549
696	0.2141123539
697	0.2140692131
698	0.2140402838
699	0.2140101033
700	0.2139876088
701	0.2139546706
702	0.2139373015
703	0.2138900827
704	0.2138549083
705	0.2138121671
706	0.2137754068
707	0.2137375937
708	0.2136853832
709	0.213636755
710	0.2136266865
711	0.2135875688
712	0.213541671
713	0.2135143942
714	0.2134763953
715	0.2134598677
716	0.213423638
717	0.2133812423
718	0.2133321878
719	0.2132962133
720	0.2132582389
721	0.2132243534
722	0.2131865387
723	0.213157506
724	0.213116563
725	0.2130824642
726	0.2130424385
727	0.213015681
728	0.2129895369
729	0.2129725035
730	0.212924685
731	0.2128857947
732	0.2128298557
733	0.2128048798
734	0.2127437824
735	0.2126934875
736	0.2126837113
737	0.212651116
738	0.2126332283
739	0.2125854656
740	0.2125585051
741	0.2125156175
742	0.2124847702
743	0.212451686
744	0.212404841
745	0.2123550331
746	0.2123328151
747	0.2123206147
748	0.212282814
749	0.212259345
750	0.2122076074
751	0.2121678106
752	0.2121353775
753	0.2121089649
754	0.2120462448
755	0.2120190538
756	0.2120011928
757	0.2119258727
758	0.2118863938
759	0.2118352999
760	0.2118070757
761	0.2117615773
762	0.2117277592
763	0.2116913721
764	0.2116573948
765	0.2116096281
766	0.2115720021
767	0.2115327779
768	0.2114860942
769	0.2114435795
770	0.2114195525
771	0.2113874774
772	0.2113527009
773	0.211297081
774	0.2112714141
775	0.2112282174
776	0.211183451
777	0.2111514856
778	0.2111108271
779	0.2110785681
780	0.2110304193
781	0.2110045275
782	0.2109688189
783	0.2109216031
784	0.2109016635
785	0.2108731587
786	0.2108086797
787	0.2107912449
788	0.2107619952
789	0.2107224106
790	0.2106984103
791	0.2106572132
792	0.2106000464
793	0.2105754726
794	0.2105413213
795	0.2105125244
796	0.2104820095
797	0.2104547991
798	0.2104132434
799	0.2103722994
800	0.2103443024
801	0.2102948216
802	0.2102254145
803	0.2101897393
804	0.2101421733
805	0.2101102591
806	0.2100757498
807	0.2100388556
808	0.2099923583
809	0.2099635357
810	0.2099450221
811	0.209916812
812	0.2098812499
813	0.2098571289
814	0.2098133894
815	0.2097834753
816	0.2097608578
817	0.2097230846
818	0.2096829546
819	0.2096453005
820	0.2096053829
821	0.2095659298
822	0.2095400108
823	0.2095134796
824	0.209495165
825	0.2094696063
826	0.2094444871
827	0.2094149976
828	0.2093699004
829	0.2092963254
830	0.2092552232
831	0.2092310621
832	0.2091933688
833	0.2091529309
834	0.2090903317
835	0.2090519982
836	0.2090194728
837	0.208975293
838	0.2089481352
839	0.208915119
840	0.2088898924
841	0.2088448609
842	0.2088149828
843	0.2087875453
844	0.2087452843
845	0.2086849351
846	0.208628675
847	0.208608617
848	0.2085799674
849	0.2085315248
850	0.2085082961
851	0.2084748782
852	0.20845125
853	0.2083917657
854	0.208362477
855	0.2083223611
856	0.2082832568
857	0.2082348042
858	0.2082036106
859	0.2081656925
860	0.2081177567
861	0.2080935424
862	0.2080477261
863	0.2080097665
864	0.2079668247
865	0.2079233251
866	0.2078860603
867	0.2078597824
868	0.207822169
869	0.2077714229
870	0.2077280949
871	0.2076831952
872	0.2076261099
873	0.2075933314
874	0.2075373518
875	0.2075118719
876	0.2074570886
877	0.2074249736
878	0.2073839513
879	0.207370419
880	0.2073287933
881	0.2072894545
882	0.2072551708
883	0.2072419315
884	0.207204638
885	0.2071552903
886	0.2071299971
887	0.2070852039
888	0.2070508938
889	0.2070212319
890	0.206984029
891	0.2069452326
892	0.2069056363
893	0.2068516521
894	0.2068027707
895	0.2067764512
896	0.2067514651
897	0.2067264909
898	0.2066900079
899	0.2066397507
900	0.2066070896
901	0.2065615779
902	0.2065309439
903	0.2064839412
904	0.2064310248
905	0.2064073975
906	0.2063783351
907	0.206347248
908	0.206323539
909	0.2062949303
910	0.206260447
911	0.2062249064
912	0.2061806735
913	0.2061537171
914	0.2060918237
915	0.2060376014
916	0.2060055812
917	0.2059810205
918	0.2059321242
919	0.2058902361
920	0.2058615983
921	0.2058283285
922	0.205805646
923	0.2057414875
924	0.2057092809
925	0.2056653126
926	0.2056395933
927	0.2056046438
928	0.2055520055
929	0.2055161479
930	0.205448861
931	0.2054207318
932	0.2053668156
933	0.2053388414
934	0.2053084462
935	0.2052805674
936	0.2052448713
937	0.2052075658
938	0.2051619891
939	0.2051182457
940	0.2050809888
941	0.2050496621
942	0.2050180565
943	0.2049862894
944	0.2049542567
945	0.204915736
946	0.2048747935
947	0.2048233566
948	0.2047851438
949	0.2047553598
950	0.2047293098
951	0.2046850109
952	0.2046724376
953	0.2046355835
954	0.2046098649
955	0.2045756747
956	0.2045446284
957	0.2045079875
958	0.2044847322
959	0.2044502755
960	0.2043938419
961	0.2043571736
962	0.2043106971
963	0.2042771327
964	0.2042492024
965	0.2042308352
966	0.2042079522
967	0.2041771325
968	0.2041365371
969	0.204101242
970	0.2040698471
971	0.2040427693
972	0.2039984038
973	0.2039785183
974	0.2039457947
975	0.2039194628
976	0.2038546273
977	0.2038178797
978	0.203778788
979	0.2037184138
980	0.2036821722
981	0.2036388001
982	0.2036082584
983	0.2035766794
984	0.2035228715
985	0.2034803842
986	0.2034432212
987	0.2034071286
988	0.2033708447
989	0.2033412088
990	0.2032988945
991	0.2032556596
992	0.2032168741
993	0.2031758261
994	0.2031360009
995	0.2030951652
996	0.2030525154
997	0.203026156
998	0.2029924584
999	0.2029621581
